Year,Track Name,Artists,Popularity,Duration (min),Spotify URL
2021,Som do Útero Infalível,MeditarSons,77,3.5,https://open.spotify.com/track/3VZ4Gkedz7NK8621kMFUiA
2021,Lisboa,"ANAVITÓRIA, Lenine",75,3.66,https://open.spotify.com/track/2o2xhyri4aJUtgMGkf5P0J
2021,Pelele,Morad,73,3.61,https://open.spotify.com/track/5h5TUj8pU2WhdSeJx9BnX2
2021,Soñar,Morad,73,4.25,https://open.spotify.com/track/3lI1sZnyM1Ju3ApgNo0ITT
2021,Premier Gaou - Nitefreak Remix,"Francis Mercier, Magic System, Nitefreak",72,3.7,https://open.spotify.com/track/57e5ib2PnvuiaTvaI4jGDp
2021,Champagne,"Orochi, PL Quest, BIN, Kizzy, Mainstreet",71,4.08,https://open.spotify.com/track/5XhG8HGyxLrkJAASxLA463
2021,M4,"Teto, Matuê",69,2.83,https://open.spotify.com/track/07AQkmp456NpEnT8HR7WLy
2021,X1,"MC Cabelinho, Dallass",69,3.15,https://open.spotify.com/track/0dcHD9QhnWRA41zoLnC83X
2021,A Cara do Crime (Nós Incomoda),"Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest, Neo Beats",68,5.04,https://open.spotify.com/track/0wRn3ggAY1fIupTaVigdza
2021,MORENA,Luan Santana,66,3.22,https://open.spotify.com/track/4PQdrXMDHDPl1RczrrlADd
2021,Bairro,Wet Bed Gang,58,4.31,https://open.spotify.com/track/0eluGNN9BHwRew83LH8lUt
2021,E Agora,Nininho Vaz Maia,57,3.1,https://open.spotify.com/track/6b83CJAjIXSk2cUjabJBlm
2021,"3,14","Gson, Slow J, Sam The Kid",55,5.41,https://open.spotify.com/track/1OjAoIz5Gl36rzm9RKEQeG
2021,Imagina,"FRANKIEONTHEGUITAR, Slow J, Ivandro",55,3.72,https://open.spotify.com/track/7ngJWF9fTaOG3vmEhSvK6g
2021,300,Wet Bed Gang,55,4.29,https://open.spotify.com/track/7s0bCwjqJRMjH7yNf6Gyf7
2021,Olá Solidão,Os Quatro e Meia,54,4.68,https://open.spotify.com/track/4GSmcAtzTz5sLn2VWX1Rda
2021,Conclusão,Julinho Ksd,54,2.46,https://open.spotify.com/track/2KG3AM4Sfe11yEuzj79OKx
2021,Lisabona,Plutonio,53,3.22,https://open.spotify.com/track/20BVQh0gMBhzcBpeCRi97F
2021,La Bella Mafia,Wet Bed Gang,52,4.01,https://open.spotify.com/track/3dJgseQq10k108mfw6m7k9
2021,2 da Matina,Plutonio,52,3.52,https://open.spotify.com/track/6mHEUDWaySfb6YvLC7JgPN
2021,Hoje Estou Chateado,Nininho Vaz Maia,52,3.39,https://open.spotify.com/track/16m7Yzkf4trG3ZvodJnKNS
2021,Gosto de Ti,"Nininho Vaz Maia, Cristiano Maia",52,3.88,https://open.spotify.com/track/2xyQaJXfp2DRElKF3aOMHP
2021,Pode Tentar,Maninho,52,2.59,https://open.spotify.com/track/2vFjbIf5sKoXsXdBG2E9Xf
2021,Cidade,"Bárbara Tinoco, Bárbara Bandeira",51,2.76,https://open.spotify.com/track/2hOFPpEOYj7sEUAjGeVnpx
2021,Whiskey,Julinho Ksd,50,3.54,https://open.spotify.com/track/4mAcjwqUjHZXGOJSAh7Tqe
2021,Vivi Good,"Julinho Ksd, Yuran, Trista",50,3.58,https://open.spotify.com/track/3GfFnboTlt09WXO5z33ZMe
2021,Depois da Chuva,Wet Bed Gang,50,4.66,https://open.spotify.com/track/7eJD8Ed4FOCFrtDI5o4kKo
2021,Stunka,Julinho Ksd,49,3.14,https://open.spotify.com/track/0A0NJtd7yYuegBrj6qvqSo
2021,Hoji N'ka ta Rola,Julinho Ksd,49,3.94,https://open.spotify.com/track/4GHE43UIw0OIWX0UuzyPjk
2021,Perseus,Wet Bed Gang,49,3.58,https://open.spotify.com/track/2QXQFSyhpnisPQnNd76Fh7
2022,End of Beginning,Djo,90,2.65,https://open.spotify.com/track/3qhlB30KknSejmIvZZLjOD
2022,As It Was,Harry Styles,90,2.79,https://open.spotify.com/track/4Dvkj6JhhA12EX05fT7y2e
2022,I'm Good (Blue),"David Guetta, Bebe Rexha",88,2.92,https://open.spotify.com/track/4uUG5RXrOk84mYEfFvj3cK
2022,Snooze,SZA,88,3.36,https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2
2022,Stick Season,Noah Kahan,87,3.04,https://open.spotify.com/track/0mflMxspEfB0VbI1kyLiAv
2022,TV,Billie Eilish,86,4.69,https://open.spotify.com/track/3GYlZ7tbxLOxe6ewMNVTkw
2022,Tití Me Preguntó,Bad Bunny,85,4.06,https://open.spotify.com/track/1IHWl5LamUGEuP4ozKQSXZ
2022,Ojitos Lindos,"Bad Bunny, Bomba Estéreo",85,4.3,https://open.spotify.com/track/3k3NWokhRRkEPhCzPmV8TW
2022,Moscow Mule,Bad Bunny,85,4.1,https://open.spotify.com/track/6Xom58OOXk2SoU711L2IXO
2022,I Ain't Worried,OneRepublic,85,2.47,https://open.spotify.com/track/4h9wh7iOZ0GGn8QVp4RAOB
2022,Loud Noise Sound,Misa Bee,84,2.42,https://open.spotify.com/track/3WEhUtfxXaoRrpSIZ1XzQY
2022,WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",84,3.16,https://open.spotify.com/track/59nOXPmaKlBfGMDeOVGrIK
2022,Me Porto Bonito,"Bad Bunny, Chencho Corleone",84,2.98,https://open.spotify.com/track/6Sq7ltF9Qa7SNFBsV5Cogx
2022,SNAP,Rosa Linn,84,2.99,https://open.spotify.com/track/5hx7w26Zi3zafMgvMTUqF6
2022,"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",83,3.32,https://open.spotify.com/track/2tTmW7RDtMQtBk7m2rYeSw
2022,Calm Down (with Selena Gomez),"Rema, Selena Gomez",83,3.99,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8
2022,Bones,Imagine Dragons,83,2.75,https://open.spotify.com/track/54ipXppHLA8U4yqpOFTUhr
2022,Afraid To Feel,LF SYSTEM,82,2.96,https://open.spotify.com/track/40SBS57su9xLiE1WqkXOVr
2022,NIGHTS LIKE THESE,Benson Boone,82,2.88,https://open.spotify.com/track/33vZRjxJScapmRShRJq8I0
2022,Si No Estás,iñigo quintero,81,3.07,https://open.spotify.com/track/2HafqoJbgXdtjwCOvNEF14
2022,La Bachata,Manuel Turizo,81,2.71,https://open.spotify.com/track/5ww2BF9slyYgNOk37BlC4u
2022,Hey Mor,"Ozuna, Feid",81,3.28,https://open.spotify.com/track/1zsPaEkglFvxjAhrM8yhpr
2022,Sigue,"Beny Jr, Morad, K y B",80,3.52,https://open.spotify.com/track/63ZedTAVRCICh2CNLWnsPZ
2022,World Hold On (Children Of The Sky) - FISHER Rework,"Bob Sinclar, FISHER, Steve Edwards",80,2.97,https://open.spotify.com/track/6kTwzV93qpcovlRPmBOXmn
2022,Callaita,"Bad Bunny, Tainy",80,4.18,https://open.spotify.com/track/71wFwRo8xGc4lrcyKwsvba
2022,Vampiro,"Matuê, WIU, Teto",74,4.17,https://open.spotify.com/track/6bTdZ7xfKp3NqqADJ8HLyj
2022,Horas Iguais,"WIU, Oruam",73,4.12,https://open.spotify.com/track/4m8kG46clzxMxyrDuFo1Uq
2022,Maturidade,"KayBlack, Wall Hein, AMUSIK",72,2.37,https://open.spotify.com/track/5RHOhXxMVhpEaBcG6hIydA
2022,FOGO E GASOLINA,"MC Cabelinho, Cyclope Beatz, Red, meLLo",71,3.03,https://open.spotify.com/track/52EYWdjiulHaehpexuowyh
2022,Vida Chique,"Veigh, Nick Nash, Wylo, Nagalli, Supernova Ent, Kaash Paige",70,3.51,https://open.spotify.com/track/6tGQ5RuoGC9jYuiVVLWBMo
2022,Coração de Gelo,WIU,69,2.8,https://open.spotify.com/track/7nFvKgVumc9FcU97zGjjei
2022,Set do G15 - A Revoada Começou,"MC G15, Mc Davi, Mc Pedrinho, MC Ryan SP, Gaab, Mc Don Juan, MC JottaPê, MC Menor da VG, DJ 900, Perera DJ",68,9.03,https://open.spotify.com/track/7LdYiTZzlxsPKi8kvNXeBS
2022,DANÇARINA,"PEDRO SAMPAIO, Mc Pedrinho",67,1.84,https://open.spotify.com/track/5zNxUkUW9WiV5oyg6gh2wB
2022,GALOPA,PEDRO SAMPAIO,64,2.34,https://open.spotify.com/track/3gK5ckT0cq3t5enyqzzRgV
2022,Que O Amor Te Salve Nesta Noite Escura - Ao Vivo,"Pedro Abrunhosa, Sara Correia",61,3.61,https://open.spotify.com/track/79JW4tqG3AigegX3sKRxgi
2022,Viaja,Irina Barros,60,3.76,https://open.spotify.com/track/2DDBsczCQqIQ09t7Uf2uG2
2022,Como Antes,Matias Damásio,58,3.74,https://open.spotify.com/track/0dAZ5dCofHy6rquqU6YG29
2022,Por Enquanto,Plutonio,55,2.37,https://open.spotify.com/track/5fjD0vHh9XRL6b657FWe9C
2022,CASA,"D.A.M.A, Buba Espinho",55,3.47,https://open.spotify.com/track/3hUk7wHp5Ruas0FLLVW69c
2022,Cara Que Engana,"Deejay Telio, Julinho Ksd",54,2.99,https://open.spotify.com/track/1DHSj9pjlwGsVTQ2A2Z8gk
2022,Frágil,"Anjos, Calema",54,3.96,https://open.spotify.com/track/17v70nSnz1mgOq8C4J1vm4
2022,Onde Anda,"Calema, Zé Felipe",53,2.96,https://open.spotify.com/track/3q3EBdrTrlF4PmJQTZ17ie
2022,Quero É Viver,Sara Correia,53,3.64,https://open.spotify.com/track/2t4l99FEz6e2IlaQwVlERa
2022,Coração,GROGNation,52,4.72,https://open.spotify.com/track/32WwWigjxpwkPklaO9vZFq
2022,portas do sol,Nena,51,3.79,https://open.spotify.com/track/2BPXgvwDUvWmIyKmutms0e
2022,Papaia,Dillaz,51,3.04,https://open.spotify.com/track/17MPtgaJHgr2WlJVyhA6kw
2022,ROSAS,"Kappa Jotta, MUN",51,2.95,https://open.spotify.com/track/0elz4WC9ZtAOzqP4fgt8T5
2022,I'm Sorry,"Mizzy Miles, Ivandro, Piruka",51,3.37,https://open.spotify.com/track/3aml52yDe6ff32XOgZQ0Cb
2022,Amanhã,Os Quatro e Meia,50,2.99,https://open.spotify.com/track/2ipLabibvESApw3fkbx8Av
2022,Meu Nome É Saudade,Luís Trigacheiro,49,3.65,https://open.spotify.com/track/5GJ4RvSkoYWOPqJ9t1XGQ4
2023,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",93,4.08,https://open.spotify.com/track/7CyPwkp0oE8Ro9Dd5CUDjW
2023,Lose Control,Teddy Swims,91,3.51,https://open.spotify.com/track/17phhZDn6oGtzMe56NuWvj
2023,greedy,Tate McRae,90,2.2,https://open.spotify.com/track/3rUGC1vUpkDG9CZFHMur1t
2023,Flowers,Miley Cyrus,89,3.34,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023,No Pole,Don Toliver,89,3.13,https://open.spotify.com/track/0eaVIYo2zeOaGJeqZ5TwYz
2023,The Door,Teddy Swims,88,3.54,https://open.spotify.com/track/3dj4wgM3cPeuLwMNHDuBon
2023,LUNA,"Feid, ATL Jacob",88,3.28,https://open.spotify.com/track/7bywjHOc0wSjGGbj04XbVi
2023,NIGHTS LIKE THIS,The Kid LAROI,88,1.45,https://open.spotify.com/track/1XBYiRV30ykHw5f4wm6qEn
2023,Stumblin' In,CYRIL,87,3.56,https://open.spotify.com/track/0h3Xy4V4apMraB5NuM8U7Z
2023,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,87,3.71,https://open.spotify.com/track/6wf7Yu7cxBSPrRlWeSeK0Q
2023,vampire,Olivia Rodrigo,86,3.66,https://open.spotify.com/track/1kuGVB7EU95pJObxwvfwKS
2023,You & Me - Rivo Remix,"Disclosure, Eliza Doolittle, Rivo",85,3.48,https://open.spotify.com/track/0xoYZ45fgTfyQYREZPN7Sa
2023,Water,Tyla,85,3.34,https://open.spotify.com/track/5aIVCx5tnk0ntmdiinnYvw
2023,PROVENZA,KAROL G,85,3.46,https://open.spotify.com/track/3HqcNJdZ2seoGxhn0wVNDK
2023,Thank You (Not So Bad),"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",85,2.33,https://open.spotify.com/track/09CnYHiZ5jGT1wr1TXJ9Zt
2023,La Bachata,Manuel Turizo,83,2.71,https://open.spotify.com/track/3tt9i3Hhzq84dPS8H7iSiJ
2023,LALA,Myke Towers,83,3.3,https://open.spotify.com/track/7ABLbnD53cQK00mhcaOUVG
2023,Columbia,Quevedo,83,3.1,https://open.spotify.com/track/0uqt3MShCD4uYCIRNm6d4o
2023,Tattoo,Loreen,82,3.06,https://open.spotify.com/track/1DmW5Ep6ywYwxc2HMT5BG6
2023,Lapada Dela - Ao Vivo,"Grupo Menos É Mais, Matheus Fernandes",79,2.66,https://open.spotify.com/track/4f0aDk7HX37SfzerfznYlr
2023,Beso (Fruta Fresca),"Wakyin, Carlos Vives",76,3.29,https://open.spotify.com/track/0r3nMF80NSIuPIxeod4aoG
2023,Cada Vez Mais Gostosa,"Dj Tchouzen, Mc Rodrigo do CN",75,2.23,https://open.spotify.com/track/6v6MmJlw7elqJUty23mvS4
2023,Seya,"GIMS, Morad, SativaMusic",74,3.14,https://open.spotify.com/track/7movuYyQGEyHSniEWtsFMp
2023,Se Grita,"Morad, Jul",74,4.33,https://open.spotify.com/track/55Q180Og5mkW2XeGPjB7yn
2023,Manos Rotas,"DELLAFUENTE, Morad",73,2.81,https://open.spotify.com/track/3BFh8rR6aMexy7ELu2UQy3
2023,Novo Balanço,"Veigh, Bvga Beatz, Prod Malax, Supernova Ent",73,2.34,https://open.spotify.com/track/4hKLzFvNwHF6dPosGT30ed
2023,Engana Dizendo Que Ama,"Veigh, Tz da Coronel, Toledo, Nagalli, Bvga Beatz, Supernova Ent",73,3.14,https://open.spotify.com/track/39xOREhViooEYFpmnKTdrl
2023,Loucura,"Borges, MC Cabelinho, Veigh, RUXN, Palma, Kizzy",72,3.0,https://open.spotify.com/track/4QCwvUs4ob87Tq9VP07Uo3
2023,Tá OK,"DENNIS, MC Kevin o Chris",71,1.53,https://open.spotify.com/track/0fABszUFNbNq9IW503Gj8v
2023,POCPOC,PEDRO SAMPAIO,66,2.12,https://open.spotify.com/track/0oQCRjrWGvkqkdf82UlXI3
2023,A Nossa Dança,Calema,63,3.04,https://open.spotify.com/track/0xKBEEJwpjaLn1QhCdyKcf
2023,Tata,Slow J,60,2.66,https://open.spotify.com/track/0fPOFtS7ZylYKcC9b64cSj
2023,Maria Joana,"Nuno Ribeiro, Calema, Mariza",60,3.8,https://open.spotify.com/track/4yY22pTpZ7qqOEGUtbE6D4
2023,Fogo,Slow J,56,2.84,https://open.spotify.com/track/3p5b0fr7ynsuGeE8EJCJk9
2023,Carro (feat. Dillaz),"Bárbara Bandeira, Dillaz",56,3.38,https://open.spotify.com/track/5yS8wgwBnmjpXwGislck0n
2023,UH LA LA LA,"LON3R JOHNY, Plutonio",55,3.0,https://open.spotify.com/track/1A6tib5hSqCJAMSBRkNV55
2023,PIÑA COLADA,"LON3R JOHNY, Plutonio",55,3.37,https://open.spotify.com/track/4r4PT8ztky9NfGINelXcxM
2023,Sem Ti,Slow J,54,2.59,https://open.spotify.com/track/50yECsT0BYrk3BeqJanW7E
2023,Amar De Cor,Van Zee,54,2.76,https://open.spotify.com/track/0ZEQ6vnAHTARAgpxFF8NLS
2023,Um dia hei de voltar (feat. Bandidos do Cante),"Buba Espinho, Bandidos do Cante",54,3.81,https://open.spotify.com/track/5vSVyVnkuv3wCNWwg81tHW
2023,Planeta,"Bispo, Bárbara Tinoco",54,2.78,https://open.spotify.com/track/0r1WiGIHk8ys95AvbqCbwW
2023,Alma Nua,Van Zee,54,3.43,https://open.spotify.com/track/2GXRtFY3WNis04B2L1d7ua
2023,VOLTA,T-Rex,54,3.96,https://open.spotify.com/track/3CpaYsotb6gvM1RGtksLlr
2023,Foste Embora,Nininho Vaz Maia,54,2.66,https://open.spotify.com/track/6elFmzmHRGXeqyya232ZFu
2023,TA TUDO BEM,T-Rex,54,4.54,https://open.spotify.com/track/15ERxM3x0D2HzqdhPxsbd2
2023,casa,Fernando Daniel,53,3.44,https://open.spotify.com/track/53gXl8SihJLcFeC2D8g6ry
2023,DIAMANTE,"LON3R JOHNY, Plutonio",52,3.41,https://open.spotify.com/track/5E5Co00dGF0ZWCt4shJSl2
2023,Ultimamente,Slow J,51,3.71,https://open.spotify.com/track/2OXcFFTAhcpElg1ZMAqLB7
2023,CorDaPele,Slow J,51,2.98,https://open.spotify.com/track/2Vhdvxsjs24nQLaUn6oWcp
2023,Na Escola,Os Quatro e Meia,51,4.45,https://open.spotify.com/track/4gKnmJl100iarWltT3dtyc
2024,back to friends,sombr,99,3.32,https://open.spotify.com/track/0FTmksd2dxiE5e3rWyJXs6
2024,BIRDS OF A FEATHER,Billie Eilish,97,3.51,https://open.spotify.com/track/6dOtVTDdiauQNBQEDOtlAB
2024,Die With A Smile,"Lady Gaga, Bruno Mars",95,4.19,https://open.spotify.com/track/2plbrEY59IikOBgBGLjaoe
2024,Ordinary,Alex Warren,94,3.12,https://open.spotify.com/track/2RkZ5LkEzeHGRsmDqKwmaJ
2024,That’s So True,Gracie Abrams,94,2.77,https://open.spotify.com/track/7ne4VBA60CxGM75vw0EYad
2024,WILDFLOWER,Billie Eilish,94,4.36,https://open.spotify.com/track/3QaPy1KgI7nu9FJEQUgn6h
2024,Beautiful Things,Benson Boone,92,3.01,https://open.spotify.com/track/3xkHsmpQCBMytMJNiDf3Ii
2024,APT.,"ROSÉ, Bruno Mars",92,2.83,https://open.spotify.com/track/5vNRhkKd0yEAg8suGBpjeY
2024,"Good Luck, Babe!",Chappell Roan,92,3.64,https://open.spotify.com/track/0WbMK4wrZ1wFSty9F7FCgu
2024,Not Like Us,Kendrick Lamar,91,4.57,https://open.spotify.com/track/6AI3ezQ4o3HUoP6Dhudph3
2024,I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm",90,3.57,https://open.spotify.com/track/5nPbKG04fhLkIAjcPFaZq7
2024,Si Antes Te Hubiera Conocido,KAROL G,90,3.26,https://open.spotify.com/track/6WatFBLVB0x077xWeoVc2k
2024,Sailor Song,Gigi Perez,90,3.53,https://open.spotify.com/track/2262bWmqomIaJXwCRHr13j
2024,PASSO BEM SOLTO - Slowed,ATLXS,90,1.93,https://open.spotify.com/track/4sTlQPMyoFMPdhAJvErBN3
2024,Stargazing,Myles Smith,90,2.88,https://open.spotify.com/track/3Vr3zh0r7ALn8VLqCiRR10
2024,capaz (merengueton),"Alleh, Yorghaki",89,2.9,https://open.spotify.com/track/4DnrAI8WyUY6gkOwl8GlPN
2024,Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",88,2.96,https://open.spotify.com/track/1BJJbSX6muJVF2AK7uH1x4
2024,Messy,Lola Young,88,4.73,https://open.spotify.com/track/3SKH53SPQbEnZR4cJPVaz2
2024,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",88,3.18,https://open.spotify.com/track/0l0vcZMU7AOeQmUIREoI2U
2024,Messy,Lola Young,87,4.73,https://open.spotify.com/track/35ISBknsCeZQtq66xABI9g
2024,Yamore,"MoBlack, Salif Keita, Benja (NL), Franc Fala, Cesária Evora",82,4.13,https://open.spotify.com/track/480j122Gpi252OIfy4SNzm
2024,Fui Mlk,"Nilo, Mc Paiva ZS, DJ Di Marques, Tropa da W&S, FamousKyo",80,2.9,https://open.spotify.com/track/4pOGEJRVOuaa9oyy7qTGf6
2024,Forever (feat. Malou & Yuna),"HUGEL, Diplo, Malou, Yuna",80,2.34,https://open.spotify.com/track/0WS1qLcXKsCGt5e3dqq30S
2024,MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1,"DJ TOPO, Mc Livinho",79,2.42,https://open.spotify.com/track/4jUZymsR3lkia9wkP0o9cX
2024,Meu Carro nao tem Porta Luva - Remastered 2024,"DJ NATAN 22, Mc Rodrigo do CN",78,2.67,https://open.spotify.com/track/0vYrfm0eUQyi6fWbYnBiDc
2024,Penélope Charmosa 2,"Boladin 211, Dejinha, MC Rick",78,2.86,https://open.spotify.com/track/6VH6SBNNL2RVWwImq046ce
2024,Oh Garota Eu Quero Você Só Pra Mim.,"Oruam, Zé Felipe, MC Tuto, Dj Lc da Roça, Mc Rodrigo do CN, MC K9, mc pl alves",77,2.78,https://open.spotify.com/track/0BUkQGUXgcvf3gdCWYbtnJ
2024,Barbie,"MC Tuto, DJ Glenner",76,3.21,https://open.spotify.com/track/6s1kzj4EbhFLXbuAGJbhbn
2024,Sei Que Tu Me Odeia,"Anitta, Mc Danny, HITMAKER",74,2.68,https://open.spotify.com/track/77HhVmRv7IxDqkyMxElSrK
2024,Resenha do Arrocha,"J. Eskine, Alef Donk",73,5.91,https://open.spotify.com/track/0NQyryTVbjGMtWMA1eSqIn
2024,Do Job,"MC Tuto, Grelo",73,3.22,https://open.spotify.com/track/3TnSAp3TfGMYptOqv234uK
2024,Mussulo (feat. Doddy),"DJ Malvado, DJ Aka-m, DODDY",70,4.27,https://open.spotify.com/track/3VSO45erUjYsPi1IFuc43Q
2024,Interestelar,Plutonio,66,3.14,https://open.spotify.com/track/12j1Mq9Of1xfONYvGzhayD
2024,Amar Pela Metade,Calema,63,3.12,https://open.spotify.com/track/1UQvRmRhbX3WxSLW3NbUIU
2024,Alô,"Dillaz, Plutonio",62,3.53,https://open.spotify.com/track/6vBuEFImAx36hDYiYqBtkZ
2024,Acordar,Plutonio,61,3.3,https://open.spotify.com/track/1M7pnSHpd4i5xFE2nUGq2W
2024,Faz Bem,"Bluay, Julinho Ksd",60,3.06,https://open.spotify.com/track/38adAyMqsOEwCdXETWCPPa
2024,Amar Pela Metade,Calema,60,3.12,https://open.spotify.com/track/3NhDCAOOhfGrHxuwquVgNz
2024,Deja Vu,Plutonio,59,3.39,https://open.spotify.com/track/4VhSwcMCrXQgEfwls3s46o
2024,País das Maravilhas,Plutonio,59,4.09,https://open.spotify.com/track/0qGRWcPOMkkt7edm4wMVRf
2024,Perfume,Calema,59,3.68,https://open.spotify.com/track/6zp1J0CsOIiGLbRKFh5kGe
2024,Montanha,Plutonio,58,3.15,https://open.spotify.com/track/71Aj0joTSW4wv8olaHNBvK
2024,Luxemburgo,Plutonio,58,3.53,https://open.spotify.com/track/1yjYtmNf1DpfQMjBpVy5rg
2024,Deixa o Clima Rolar,Badoxa,58,2.82,https://open.spotify.com/track/5Jpa5TYgS6Eqdp3395ZtjG
2024,Lua,Ivandro,58,3.21,https://open.spotify.com/track/5KYxsXz9RnMHED7ggDLfbv
2024,Bênção (with Van Zee & Bispo),"Mizzy Miles, Van Zee, Bispo",57,3.43,https://open.spotify.com/track/1hdWqiFAy5hNRxyVpDy81P
2024,Even,"Richie Campbell, Van Zee, FRANKIEONTHEGUITAR",57,3.13,https://open.spotify.com/track/1cTamrfYAUHnoiMf2gpq55
2024,Contra Probabilidades,"Bispo, Julinho Ksd",56,3.38,https://open.spotify.com/track/5nYYQ85x9DwEiEpETQNlNC
2024,Habibi,Dillaz,56,3.41,https://open.spotify.com/track/31w82iq7jsYmPAsM8YChIy
2024,Nota 100,"Dillaz, Julinho Ksd",55,2.8,https://open.spotify.com/track/3XqGBLVhC04xNCxRXB2pvF
